MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
PL,Poland,2014PL16M2OP007,Mazowieckie Voivodeship - ERDF/ESF,ESF,More developed,2017,"545,153,821.00",0.00,"545,153,821.00","15,373,337.70",0.00,0.00,0.00,"15,373,337.70","23,700,562.29","1,105,533.54","9,143,358.26","13,451,670.49","52,143,722.81",0.00,"53,249,256.35","82,074,264.54",15.06,15.06
PT,Portugal,2014PT16M2OP007,Algarve - ERDF/ESF,ESF,Transition,2019,"94,355,240.00",0.00,"94,355,240.00","3,104,287.39",0.00,0.00,0.00,"3,104,287.39","6,541,177.07","1,106,180.49","4,102,094.10","1,332,902.48","16,754,195.65",0.00,"17,860,376.14","22,297,566.01",23.63,23.63
SE,Sweden,2014SE05M9OP001,Investments in growth and employInvestments in growth and employment - SE - ESF/YEIment - ESF/YEI,YEI Specific Allocation,,2019,"44,163,096.00",0.00,"44,163,096.00","1,324,892.88","12,807,297.84",0.00,"12,807,297.84","14,132,190.72","3,257,028.33","1,115,184.59","1,101,212.60","1,040,631.14","27,875,089.55",0.00,"28,990,274.14","44,163,096.00",100.00,100.00
PL,Poland,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ESF,Less developed,2019,"255,114,946.00",0.00,"255,114,946.00","7,194,241.47",0.00,0.00,0.00,"7,194,241.47","17,685,843.62","1,115,861.23","9,975,261.04","6,594,721.35","64,939,348.36",0.00,"66,055,209.59","79,844,172.41",31.30,31.30
PL,Poland,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ESF,Less developed,2018,"255,114,946.00",0.00,"255,114,946.00","7,194,241.47",0.00,0.00,0.00,"7,194,241.47","17,685,843.62","1,115,861.23","9,975,261.04","6,594,721.35","54,036,927.60",0.00,"55,152,788.83","68,941,751.65",27.02,27.02
PL,Poland,2014PL16M2OP006,Małolskie Voivodeship - ERDF/ESF,ESF,Less developed,2019,"809,628,262.00",0.00,"809,628,262.00","22,831,516.95",0.00,0.00,0.00,"22,831,516.95","56,127,479.18","1,117,417.01","35,198,588.64","19,811,473.53","162,607,372.84","5,043,493.88","158,681,295.97","201,324,286.45",24.87,24.87
IT,Italy,2014IT05M2OP001,Education - IT - ESF/ERDF,ESF,Less developed,2019,"830,208,016.00",0.00,"830,208,016.00","23,411,866.05",0.00,0.00,0.00,"23,411,866.05","57,554,170.71","1,118,835.77","56,435,334.94",0.00,"65,371,821.32",0.00,"66,490,657.09","89,902,523.14",10.83,10.83
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,ESF,Less developed,2018,"43,254,680.00",0.00,"43,254,680.00","1,913,674.29","3,348,930.00",0.00,"3,348,930.00","5,262,604.29","3,283,568.59","1,123,112.25","970,952.64","1,189,503.70","16,984,432.89",0.00,"18,107,545.14","24,559,653.13",56.78,56.78
GR,Greece,2014GR16M2OP014,Eastern Macedonia-Thrace - ERDF/ESF,ESF,Less developed,2019,"62,714,347.00",0.00,"62,714,347.00","1,999,357.01","3,498,874.76",0.00,"3,498,874.76","5,498,231.77","3,930,847.25","1,124,219.88","2,806,627.37",0.00,"18,172,119.84",0.00,"19,296,339.72","24,794,571.49",39.54,39.54
SK,Slovakia,2014SK05SFOP001,Effective Public Administration - SK - ESF,ESF,Less developed,2019,"268,985,591.00",0.00,"268,985,591.00","7,585,393.65",0.00,0.00,0.00,"7,585,393.65","18,647,426.06","1,129,229.19","11,600,526.24","5,917,670.63","34,510,728.36",0.00,"35,639,957.55","49,143,021.83",18.27,18.27
GR,Greece,2014GR05M2OP001,Reform of the Public Sector - GR - ESF/ERDF,ESF,Less developed,2017,"150,415,891.00",0.00,"150,415,891.00","4,639,287.76","8,118,753.58",0.00,"8,118,753.58","12,758,041.34","5,364,176.47","1,129,857.24","1,189,786.64","3,044,532.59","20,462,642.54",0.00,"21,592,499.78","37,395,073.71",24.86,24.86
IT,Italy,2014IT16RFOP008,Emilia-Romagna - ERDF,ERDF,More developed,2018,"240,947,636.00",0.00,"240,947,636.00","6,794,723.34",0.00,0.00,0.00,"6,794,723.34","16,703,694.88","1,132,371.07","9,342,827.41","6,228,496.40","59,671,972.71",0.00,"60,804,343.78","73,827,563.52",30.64,30.64
PT,Portugal,2014PT16M2OP007,Algarve - ERDF/ESF,ERDF,Transition,2018,"224,321,248.00",0.00,"224,321,248.00","7,376,068.46",0.00,0.00,0.00,"7,376,068.46","15,542,429.97","1,133,335.71","8,613,611.90","5,795,482.36","34,690,993.02",0.00,"35,824,328.73","48,995,879.55",21.84,21.84
GR,Greece,2014GR16M2OP007,Continental Greece - ERDF/ESF,ERDF,Transition,2019,"76,102,044.00",0.00,"76,102,044.00","2,788,880.21","4,880,540.36",0.00,"4,880,540.36","7,669,420.57","5,189,055.92","1,140,930.35","4,048,125.57",0.00,"26,313,159.56",0.00,"27,454,089.91","35,123,510.48",46.15,46.15
TC,Interreg,2014TC16RFTN001,Interreg V-B - Alpine Space,ERDF,,2019,"116,635,466.00",0.00,"116,635,466.00","3,499,063.98",0.00,0.00,0.00,"3,499,063.98","11,955,135.27","1,152,764.33","7,449,101.29","3,353,269.65","28,713,315.04",0.00,"29,866,079.37","36,718,413.00",31.48,31.48
FR,France,2014FR16M2OP006,Limousin - ERDF/ESF,ERDF,Transition,2019,"125,558,965.00",0.00,"125,558,965.00","3,540,762.81",0.00,0.00,0.00,"3,540,762.81","8,704,375.25","1,154,617.65","7,549,757.60",0.00,"24,788,694.81",0.00,"25,943,312.46","29,484,075.27",23.48,23.48
PL,Poland,2014PL16M2OP010,Podlaskie Voivodeship - ERDF/ESF,ESF,Less developed,2018,"341,378,663.00",0.00,"341,378,663.00","9,626,878.26",0.00,0.00,0.00,"9,626,878.26","23,666,075.73","1,161,081.90","13,680,355.42","8,824,638.41","47,476,607.13",0.00,"48,637,689.03","67,089,205.70",19.65,19.65
ES,Spain,2014ES16RFOP003,Andalucía  - ERDF,ERDF,Transition,2019,"3,200,907,333.00",0.00,"3,200,907,333.00","95,578,781.20",0.00,0.00,0.00,"95,578,781.20","295,381,262.39","1,161,403.78","207,800,818.79","86,419,039.82","407,198,201.02",0.00,"408,359,604.80","590,357,425.82",18.44,18.44
FI,Finland,2014FI16M2OP001,Sustainable growth and jobs - FI - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2018,"305,331,807.00",0.00,"305,331,807.00","8,610,356.97",0.00,0.00,0.00,"8,610,356.97","21,167,127.55","1,174,189.83","12,100,110.50","7,892,827.22","81,654,249.93",0.00,"82,828,439.76","99,331,623.95",32.53,32.53
NL,Netherlands,2014NL05SFOP001,Netherlands - ESF,ESF,More developed,2018,"510,282,703.00",0.00,"510,282,703.00","14,306,374.02",0.00,0.00,0.00,"14,306,374.02","35,246,467.80","1,182,750.55","20,872,909.40","13,190,807.85","149,697,388.35",0.00,"150,880,138.90","178,377,320.77",34.96,34.96
IT,Italy,2014IT16RFOP019,Umbria - ERDF,ERDF,More developed,2019,"206,146,602.00",0.00,"206,146,602.00","5,023,734.18",0.00,0.00,0.00,"5,023,734.18","13,073,813.21","1,212,572.43","11,861,240.78",0.00,"30,537,594.46",0.00,"31,750,166.89","36,773,901.07",17.84,17.84
NL,Netherlands,2014NL16RFOP002,West Netherlands - ERDF,ERDF,More developed,2019,"190,588,176.00",0.00,"190,588,176.00","5,353,687.02",0.00,0.00,0.00,"5,353,687.02","18,330,950.66","1,217,759.00","11,962,546.19","5,150,645.47","29,970,693.37",0.00,"31,188,452.37","41,692,784.86",21.88,21.88
GR,Greece,2014GR16M2OP013,South Aegean - ERDF/ESF,ERDF,More developed,2019,"62,383,393.00",0.00,"62,383,393.00","2,334,313.68","4,085,048.94",0.00,"4,085,048.94","6,419,362.62","4,309,353.25","1,229,978.53","3,079,374.72",0.00,"16,746,623.22",0.00,"17,976,601.75","24,395,964.37",39.11,39.11
PL,Poland,2014PL05M9OP001,Knowledge Education Growth  - PL - ESF/YEI,YEI Specific Allocation,,2017,"268,817,683.00",0.00,"268,817,683.00","7,573,134.66","73,206,968.38",0.00,"73,206,968.38","80,780,103.04","11,675,249.27","1,234,239.31","3,814,517.13","6,626,492.83","150,151,763.28",0.00,"151,386,002.59","238,792,598.46",88.83,88.83
PL,Poland,2014PL05M9OP001,Knowledge Education Growth  - PL - ESF/YEI,YEI ESF Matching Component,,2017,"268,817,683.00",0.00,"268,817,683.00","7,573,134.66",0.00,0.00,0.00,"7,573,134.66","11,675,249.27","1,234,239.31","3,814,517.13","6,626,492.83","150,151,763.28",0.00,"151,386,002.59","165,585,630.08",61.60,61.60
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,YEI ESF Matching Component,,2019,"122,175,259.00",0.00,"122,175,259.00","2,165,257.77",0.00,0.00,0.00,"2,165,257.77","5,662,950.86","1,240,374.30","3,338,105.73","1,084,470.83","40,744,628.45","3,624,106.72","38,360,896.03","41,610,624.63",34.06,34.06
FR,France,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,ESF,More developed,2019,"146,678,268.00",0.00,"146,678,268.00","4,195,423.50",0.00,0.00,0.00,"4,195,423.50","10,259,577.80","1,243,011.39","6,313,176.99","2,703,389.42","24,378,233.05",0.00,"25,621,244.44","32,520,057.36",22.17,22.17
PT,Portugal,2014PT16M2OP006,Madeira - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2018,"58,181,815.00",0.00,"58,181,815.00","1,914,181.71",0.00,0.00,0.00,"1,914,181.71","4,033,454.32","1,246,972.96","1,282,481.44","1,503,999.92","28,769,209.56",0.00,"30,016,182.52","33,434,364.15",57.47,57.47
PT,Portugal,2014PT16M2OP005,Lisboa - ERDF/ESF,ERDF,More developed,2018,"622,627,637.00",0.00,"622,627,637.00","20,469,376.73",0.00,0.00,0.00,"20,469,376.73","43,131,900.97","1,247,396.31","25,801,422.95","16,083,081.71","85,445,279.71",0.00,"86,692,676.02","123,245,134.46",19.79,19.79
FR,France,2014FR14MFOP001,Maritime and Fisheries - France,EMFF,,2019,"587,980,173.00",0.00,"587,980,173.00","16,581,040.89",0.00,0.00,0.00,"16,581,040.89","40,761,725.52","1,247,727.88","39,513,997.64",0.00,"103,239,623.56","591,052.64","103,896,298.80","120,477,339.69",20.49,20.49
PL,Poland,2014PL16M2OP004,Lubuskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,"651,814,747.00",0.00,"651,814,747.00","18,381,175.86",0.00,0.00,0.00,"18,381,175.86","45,187,057.33","1,250,770.26","27,086,875.86","16,849,411.21","109,690,442.21",0.00,"110,941,212.47","146,171,799.54",22.43,22.43
SE,Sweden,2014SE16RFOP003,West Sweden - ERDF,ERDF,More developed,2019,"55,221,051.00",0.00,"55,221,051.00","1,579,688.52",0.00,0.00,0.00,"1,579,688.52","3,862,817.16","1,253,739.08","2,609,078.08",0.00,"16,781,756.29",0.00,"18,035,495.37","19,615,183.89",35.52,35.52
SE,Sweden,2014SE16RFOP001,South Sweden - ERDF,ERDF,More developed,2019,"60,151,503.00",0.00,"60,151,503.00","1,720,732.26",0.00,0.00,0.00,"1,720,732.26","4,207,711.85","1,258,208.79","2,949,503.06",0.00,"19,941,761.08",0.00,"21,199,969.87","22,920,702.13",38.10,38.10
UK,United Kingdom,2014UK16RFOP001,England - ERDF,ERDF,Less developed,2019,"471,824,702.00",0.00,"471,824,702.00","12,850,761.54",0.00,0.00,0.00,"12,850,761.54","44,363,625.25","1,262,332.70","30,350,229.95","12,751,062.60","114,590,671.53",0.00,"115,853,004.23","141,454,828.37",29.98,29.98
EE,Estonia,2014EE14MFOP001,Maritime and Fisheries - Estonia,EMFF,,2019,"100,970,418.00",0.00,"100,970,418.00","2,847,365.79",0.00,0.00,0.00,"2,847,365.79","6,999,774.25","1,267,114.32","5,732,659.93",0.00,"27,881,216.87",0.00,"29,148,331.19","31,995,696.98",31.69,31.69
IE,Ireland,2014IE16RFOP002,Southern & Eastern Regional Programme - IE - ERDF,ERDF,More developed,2019,"250,066,177.00",0.00,"250,066,177.00","8,195,697.65",0.00,0.00,0.00,"8,195,697.65","24,052,278.13","1,267,333.53","16,026,906.18","6,758,038.42","46,010,653.12",0.00,"47,277,986.65","62,231,722.72",24.89,24.89
IT,Italy,2014IT05SFOP008,Marche  - ESF,ESF,More developed,2019,"143,989,809.00",0.00,"143,989,809.00","4,060,512.60",0.00,0.00,0.00,"4,060,512.60","9,982,093.48","1,273,435.88","8,708,657.60",0.00,"21,395,518.07",0.00,"22,668,953.95","26,729,466.55",18.56,18.56
MT,Malta,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,CF,,2019,"217,742,109.00",0.00,"217,742,109.00","6,140,327.46",0.00,0.00,0.00,"6,140,327.46","15,094,971.68","1,273,836.21","13,821,135.47",0.00,"36,383,828.62",0.00,"37,657,664.83","43,797,992.29",20.11,20.11
FR,France,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,ERDF,Less developed,2019,"424,061,737.00",0.00,"424,061,737.00","11,958,540.99",0.00,0.00,0.00,"11,958,540.99","29,398,079.93","1,279,599.86","28,118,480.07",0.00,"48,903,063.01",0.00,"50,182,662.87","62,141,203.86",14.65,14.65
CY,Cyprus,2014CY16M1OP001,Competitiveness and sustainable development - CY - ERDF/CF,ERDF,More developed,2018,"299,898,560.00",0.00,"299,898,560.00","10,988,443.09",0.00,0.00,0.00,"10,988,443.09","20,450,827.60","1,279,861.74","11,418,588.07","7,752,377.79","117,895,467.68",0.00,"119,175,329.42","137,916,150.30",45.99,45.99
BG,Bulgaria,2014BG16M1OP002,Environment - BG - ERDF/CF,ERDF,Less developed,2019,"371,204,258.00",0.00,"371,204,258.00","10,467,960.09",0.00,0.00,0.00,"10,467,960.09","25,733,735.22","1,280,851.94","24,452,883.28",0.00,"47,097,839.26",0.00,"48,378,691.20","58,846,651.29",15.85,15.85
FR,France,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,ESF,Transition,2019,"118,722,227.00",0.00,"118,722,227.00","3,662,343.24",0.00,0.00,0.00,"3,662,343.24","8,717,476.16","1,287,523.27","7,483,815.95","-53,863.06","21,668,566.34",0.00,"22,956,089.61","26,564,569.79",22.38,22.38
IT,Italy,2014IT05M9OP001,Youth Employment - IT - ESF/YEI,YEI ESF Matching Component,,2017,"567,511,248.00",0.00,"567,511,248.00","17,025,337.44",0.00,0.00,0.00,"17,025,337.44","26,247,395.22","1,299,654.06","10,050,570.89","14,897,170.27","194,180,615.99",0.00,"195,480,270.05","227,402,777.76",40.07,40.07
IT,Italy,2014IT05M9OP001,Youth Employment - IT - ESF/YEI,YEI Specific Allocation,,2017,"567,511,248.00",0.00,"567,511,248.00","17,025,337.44","164,578,261.92",0.00,"164,578,261.92","181,603,599.36","26,247,395.22","1,299,654.07","10,050,570.89","14,897,170.26","194,180,616.02",0.00,"195,480,270.09","391,981,039.71",69.07,69.07
FR,France,2014FR16M0OP005,Haute-Normandie - ERDF/ESF/YEI,ERDF,More developed,2019,"226,243,976.00",0.00,"226,243,976.00","6,380,080.14",0.00,0.00,0.00,"6,380,080.14","15,684,363.68","1,301,566.55","14,382,797.13",0.00,"38,043,495.37",0.00,"39,345,061.92","45,725,142.06",20.21,20.21
CZ,Czechia,2014CZ16RFOP002,Integrated Regional Programme - CZ - ERDF,ERDF,Less developed,2018,"4,537,803,401.00",0.00,"4,537,803,401.00","130,186,703.22",0.00,0.00,0.00,"130,186,703.22","320,042,312.09","1,302,122.09","199,402,378.71","119,337,811.29","753,284,026.04",0.00,"754,586,148.13","1,004,110,662.64",22.13,22.13
IT,Italy,2014IT05SFOP003,Emilia-Romagna - ESF,ESF,More developed,2018,"393,125,091.00",0.00,"393,125,091.00","11,086,127.58",0.00,0.00,0.00,"11,086,127.58","27,253,396.98","1,305,346.70","15,785,766.66","10,162,283.62","92,670,778.73",0.00,"93,976,125.43","115,224,536.63",29.31,29.31
SK,Slovakia,2014SK05M0OP001,Human Resources - SK - ESF/ERDF/YEI,YEI Specific Allocation,,2019,"84,539,823.00",0.00,"84,539,823.00","2,165,257.77","20,930,825.11","20,930,825.11",0.00,"2,165,257.77","5,662,950.86","1,309,751.15","3,338,105.73","1,015,093.98","42,241,951.56","3,624,106.72","39,927,595.99","43,107,947.74",50.99,50.99
CY,Cyprus,2014CY05M9OP001,"Employment, Human Capital and Social Cohesion - CY - ESF/YEI",ESF,More developed,2019,"114,307,303.00",0.00,"114,307,303.00","4,413,671.16",0.00,0.00,0.00,"4,413,671.16","8,057,326.07","1,312,670.17","5,005,748.81","1,738,907.09","48,789,969.21",0.00,"50,102,639.38","56,255,217.63",49.21,49.21
IT,Italy,2014IT05SFOP016,Basilicata  - ESF,ESF,Less developed,2019,"144,812,084.00",0.00,"144,812,084.00","4,083,700.77",0.00,0.00,0.00,"4,083,700.77","10,039,097.73","1,320,713.68","8,718,384.05",0.00,"22,354,603.98",0.00,"23,675,317.66","27,759,018.43",19.17,19.17
TC,Interreg,2014TC16RFCB038,Interreg V-A - France-Belgium-The Netherlands-United Kingdom (Two seas),ERDF,,2019,"256,648,702.00",0.00,"256,648,702.00","7,699,461.06",0.00,0.00,0.00,"7,699,461.06","18,927,841.78","1,321,695.70","11,870,002.47","5,736,143.61","37,787,608.72",0.00,"39,109,304.42","52,544,909.09",20.47,20.47
UK,United Kingdom,2014UK05M9OP001,England  - ESF/YEI,ESF,Transition,2019,"727,158,656.00",0.00,"727,158,656.00","19,961,322.21",0.00,0.00,0.00,"19,961,322.21","49,574,367.17","1,328,183.81","30,118,470.79","18,127,712.57","26,150,128.93",0.00,"27,478,312.74","65,567,347.52",9.02,9.02
GR,Greece,2014GR16M3TA001,Technical assistance - ERDF/ESF/CF,ERDF,More developed,2019,"31,199,771.00",0.00,"31,199,771.00","1,453,231.33","2,543,154.82",0.00,"2,543,154.82","3,996,386.15","2,448,212.42","1,335,149.93","1,113,062.49",0.00,"14,818,350.65",0.00,"16,153,500.58","20,149,886.73",64.58,64.58
PL,Poland,2014PL16M2OP002,Kujawsko-Pomorskie Voivodeship - ERDF/ESF,ERDF,Less developed,2018,"1,368,083,592.00",0.00,"1,368,083,592.00","38,579,957.31",0.00,0.00,0.00,"38,579,957.31","94,842,395.06","1,347,809.22","58,129,624.97","35,364,960.87","187,091,892.19",0.00,"188,439,701.41","262,384,619.59",19.18,19.18
IT,Italy,2014IT05M2OP001,Education - IT - ESF/ERDF,ERDF,More developed,2019,"101,787,840.00",0.00,"101,787,840.00","2,870,417.10",0.00,0.00,0.00,"2,870,417.10","7,056,442.04","1,353,911.01","5,702,531.03",0.00,"30,780,281.76",0.00,"32,134,192.77","35,004,609.87",34.39,34.39
TC,Interreg,2014TC16RFCB023,Interreg V-A - Germany-The Netherlands,ERDF,,2018,"222,159,360.00",0.00,"222,159,360.00","6,664,780.80",0.00,0.00,0.00,"6,664,780.80","16,384,252.81","1,368,284.02","8,906,586.39","6,109,382.40","65,164,242.74",0.00,"66,532,526.76","79,306,689.96",35.70,35.70
PT,Portugal,2014PT16RFTA001,Technical Assistance - PT - ERDF,ERDF,Less developed,2018,"126,378,184.00",0.00,"126,378,184.00","4,423,236.44",0.00,0.00,0.00,"4,423,236.44","9,320,391.07","1,380,887.28","4,464,103.73","3,475,400.06","28,907,368.97",0.00,"30,288,256.25","38,186,892.75",30.22,30.22
PT,Portugal,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2019,"57,500,000.00",0.00,"57,500,000.00","1,891,750.00",0.00,0.00,0.00,"1,891,750.00","3,986,187.50","1,418,812.50","1,081,000.00","1,486,375.00","36,006,741.61",0.00,"37,425,554.11","40,803,679.11",70.96,70.96
PT,Portugal,2014PT16M2OP004,Azores - ERDF/ESF,ERDF,Outermost or Northern Sparsely Populated,2018,"57,500,000.00",0.00,"57,500,000.00","1,891,750.00",0.00,0.00,0.00,"1,891,750.00","3,986,187.50","1,418,812.50","1,081,000.00","1,486,375.00","29,533,391.11",0.00,"30,952,203.61","34,330,328.61",59.70,59.70
TC,Interreg,2014TC16RFCB017,Interreg V-A - Germany/Sachsen-Czech Republic,ERDF,,2019,"157,967,067.00",0.00,"157,967,067.00","4,739,012.01",0.00,0.00,0.00,"4,739,012.01","11,650,071.19","1,422,072.60","10,227,998.59",0.00,"55,496,741.85",0.00,"56,918,814.45","61,657,826.46",39.03,39.03
DE,Germany,2014DE05SFOP009,Mecklenburg-Vorpommern - ESF,ESF,Transition,2019,"384,589,073.00",0.00,"384,589,073.00","10,845,411.87",0.00,0.00,0.00,"10,845,411.87","26,661,637.52","1,423,854.92","16,720,009.97","8,517,772.63","74,236,647.75",0.00,"75,660,502.67","95,023,687.17",24.71,24.71
GR,Greece,2014GR16M2OP002,Central Macedonia - ERDF/ESF,ESF,Less developed,2018,"161,594,654.00",0.00,"161,594,654.00","4,927,337.76","8,622,841.08",0.00,"8,622,841.08","13,550,178.84","9,868,159.35","1,440,080.06","4,257,154.23","4,170,925.06","46,461,511.98",0.00,"47,901,592.04","65,622,695.94",40.61,40.61
IT,Italy,2014IT05SFOP015,Toscana  - ESF,ESF,More developed,2018,"366,481,608.00",0.00,"366,481,608.00","10,334,781.36",0.00,0.00,0.00,"10,334,781.36","25,406,337.51","1,459,111.36","14,473,676.57","9,473,549.58","76,611,966.06",0.00,"78,071,077.42","97,879,408.36",26.71,26.71
SE,Sweden,2014SE16RFOP006,North-Central Sweden - ERDF,ERDF,More developed,2018,"144,955,259.00",0.00,"144,955,259.00","4,146,682.68",0.00,0.00,0.00,"4,146,682.68","10,139,895.79","1,459,485.39","4,933,317.08","3,747,093.32","42,104,056.41",0.00,"43,563,541.80","51,457,317.80",35.50,35.50
GR,Greece,2014GR16M2OP003,Thessaly - ERDF/ESF,ESF,Less developed,2019,"72,974,986.00",0.00,"72,974,986.00","2,143,523.17","3,751,165.54",0.00,"3,751,165.54","5,894,688.71","4,362,008.83","1,463,570.59","2,898,438.24",0.00,"16,993,590.83",0.00,"18,457,161.42","24,351,850.13",33.37,33.37
PL,Poland,2014PL16RFOP002,Digital Poland - ERDF,ERDF,More developed,2019,"149,056,956.00",0.00,"149,056,956.00","4,203,406.17",0.00,0.00,0.00,"4,203,406.17","10,333,373.50","1,464,035.04","8,869,338.46",0.00,"36,646,303.22",0.00,"38,110,338.26","42,313,744.43",28.39,28.39
FR,France,2014FR16M0OP008,Picardie - ERDF/ESF/YEI,ERDF,Transition,2019,"219,703,414.00",0.00,"219,703,414.00","6,195,636.24",0.00,0.00,0.00,"6,195,636.24","15,230,939.10","1,491,971.97","13,738,967.13",0.00,"34,085,398.51",0.00,"35,577,370.48","41,773,006.72",19.01,19.01
HR,Croatia,2014HR05M9OP001,Efficient Human Resources - HR - ESF/YEI,YEI Specific Allocation,,2019,"101,295,052.00",0.00,"101,295,052.00","1,985,314.32","19,191,371.76",0.00,"19,191,371.76","21,176,686.08","5,846,306.84","1,492,775.94","2,804,399.94","1,549,130.96","48,580,530.34",0.00,"50,073,306.28","72,799,123.32",71.87,71.87
HR,Croatia,2014HR05M9OP001,Efficient Human Resources - HR - ESF/YEI,YEI ESF Matching Component,,2019,"101,295,052.00",0.00,"101,295,052.00","1,985,314.32",0.00,0.00,0.00,"1,985,314.32","5,846,306.84","1,492,775.94","2,804,399.94","1,549,130.96","48,580,530.33",0.00,"50,073,306.27","53,607,751.55",52.92,52.92
GR,Greece,2014GR16M2OP005,Western Greece - ERDF/ESF,ESF,Less developed,2019,"77,792,782.00",0.00,"77,792,782.00","2,497,351.09","4,370,364.40",0.00,"4,370,364.40","6,867,715.49","4,895,474.32","1,492,946.85","3,402,527.47",0.00,"18,755,964.20",0.00,"20,248,911.05","27,116,626.54",34.86,34.86
DE,Germany,2014DE16RFOP001,Baden-Württemberg - ERDF,ERDF,More developed,2019,"246,585,038.00",0.00,"246,585,038.00","6,953,698.08",0.00,0.00,0.00,"6,953,698.08","23,758,468.44","1,508,515.43","15,585,992.35","6,663,960.66","45,904,846.35",0.00,"47,413,361.78","61,031,020.52",24.75,24.75
